"signal" "variable" "activity" "subject" "average"
"tBodyAcc" "std" "sitting" 3 -0.223749986785876
"tBodyAcc" "std" "sitting" 4 -0.21458691037141
"tBodyAcc" "std" "sitting" 5 -0.0565467657652482
"tBodyAcc" "std" "sitting" 6 -0.07145947214
"tBodyAcc" "std" "sitting" 7 -0.255566007546405
"tBodyAcc" "std" "sitting" 8 0.0994146124422764
"tBodyAcc" "std" "sitting" 9 -0.305694888303401
"tBodyAcc" "std" "sitting" 10 -0.0803397647652482
"tBodyAcc" "std" "sitting" 11 -0.181779953357407
"tBodyAcc" "std" "sitting" 12 -0.276888292569231
"tBodyAcc" "std" "sitting" 13 -0.136341463912727
"tBodyAcc" "std" "sitting" 14 0.202272231493827
"tBodyAcc" "std" "sitting" 15 -0.136626677522222
"tBodyAcc" "std" "sitting" 16 -0.230033467456209
"tBodyAcc" "std" "sitting" 17 -0.102115269926597
"tBodyAcc" "std" "sitting" 18 -0.301898932775862
"tBodyAcc" "std" "sitting" 19 -0.0476202410566667
"tBodyAcc" "std" "sitting" 20 -0.0643806009196078
"tBodyAcc" "std" "sitting" 21 -0.11690958058227
"tBodyAcc" "std" "sitting" 22 0.0746760571616667
"tBodyAcc" "std" "sitting" 23 -0.0327476835252941
"tBodyAcc" "std" "sitting" 24 -0.238934951067797
"tBodyAcc" "std" "sitting" 25 -0.326462143333333
"tBodyAcc" "std" "sitting" 26 -0.20759217308
"tBodyAcc" "std" "sitting" 27 -0.207052610560131
"tBodyAcc" "std" "sitting" 28 -0.224934407018301
"tBodyAcc" "std" "sitting" 29 -0.0364518314591837
"tBodyAcc" "std" "sitting" 30 -0.150956276447282
"tBodyAcc" "std" "standing" 1 -0.0774449394348912
"tBodyAcc" "std" "standing" 2 0.068803520777305
"tBodyAcc" "std" "standing" 3 -0.150933555112925
"tBodyAcc" "std" "standing" 4 -0.22886358415963
"tBodyAcc" "std" "standing" 5 0.0133059170843972
"tBodyAcc" "std" "standing" 6 0.141214122013264
"tBodyAcc" "std" "standing" 7 -0.045245919137234
"tBodyAcc" "std" "standing" 8 0.167227553326316
"tBodyAcc" "std" "standing" 9 -0.000877911771428571
"tBodyAcc" "std" "standing" 10 0.0387517130767544
"tBodyAcc" "std" "standing" 11 -0.0369193694847826
"tBodyAcc" "std" "standing" 12 -0.0905911927101449
"tBodyAcc" "std" "standing" 13 -0.0862049185010638
"tBodyAcc" "std" "standing" 14 0.282759302364444
"tBodyAcc" "std" "standing" 15 0.103673748984127
"tBodyAcc" "std" "standing" 16 0.0238978515843972
"tBodyAcc" "std" "standing" 17 -0.0347112000280435
"tBodyAcc" "std" "standing" 18 -0.325152912787879
"tBodyAcc" "std" "standing" 19 0.397018655726496
"tBodyAcc" "std" "standing" 20 0.176836119124444
"tBodyAcc" "std" "standing" 21 0.151296845362963
"tBodyAcc" "std" "standing" 22 0.0875692337407407
"tBodyAcc" "std" "standing" 23 0.127432353818889
"tBodyAcc" "std" "standing" 24 -0.130302062689697
"tBodyAcc" "std" "standing" 25 -0.284089973341954
"tBodyAcc" "std" "standing" 26 -0.040827912164
"tBodyAcc" "std" "standing" 27 -0.0568680850674242
"tBodyAcc" "std" "standing" 28 -0.0196074256913043
"tBodyAcc" "std" "standing" 29 -0.0594192881423611
"tBodyAcc" "std" "standing" 30 -0.100769604805376
"tBodyAcc" "std" "laying" 1 -0.143102274768421
"tBodyAcc" "std" "laying" 2 -0.308997205567232
"tBodyAcc" "std" "laying" 3 -0.272560928518391
"tBodyAcc" "std" "laying" 4 -0.368636504978333
"tBodyAcc" "std" "laying" 5 -0.224790522558929
"tBodyAcc" "std" "laying" 6 -0.212216346521637
"tBodyAcc" "std" "laying" 7 -0.0816246045152047
"tBodyAcc" "std" "laying" 8 0.0216959282979167
"tBodyAcc" "std" "laying" 9 -0.166004723474103
"tBodyAcc" "std" "laying" 10 -0.199032657213836
"tBodyAcc" "std" "laying" 11 -0.335226819421469
"tBodyAcc" "std" "laying" 12 -0.220762628568
"tBodyAcc" "std" "laying" 13 -0.141872413947953
"tBodyAcc" "std" "laying" 14 -0.134789220932825
"tBodyAcc" "std" "laying" 15 -0.235993837411543
"tBodyAcc" "std" "laying" 16 -0.293020692169935
"tBodyAcc" "std" "laying" 17 -0.20096815022847
"tBodyAcc" "std" "laying" 18 -0.343786485738095
"tBodyAcc" "std" "laying" 19 -0.00219377398692308
"tBodyAcc" "std" "laying" 20 0.0175649330784314
"tBodyAcc" "std" "laying" 21 -0.137471839455833
"tBodyAcc" "std" "laying" 22 -0.0405423138927536
"tBodyAcc" "std" "laying" 23 -0.0894405581724859
"tBodyAcc" "std" "laying" 24 -0.304576626916667
"tBodyAcc" "std" "laying" 25 -0.398331086112613
"tBodyAcc" "std" "laying" 26 -0.270007807249153
"tBodyAcc" "std" "laying" 27 -0.277698349666667
"tBodyAcc" "std" "laying" 28 -0.237272701524691
"tBodyAcc" "std" "laying" 29 -0.169640013259182
"tBodyAcc" "std" "laying" 30 -0.213473693610256
"tBodyAccJerk" "mean" "walking" 1 0.0244985416073759
"tBodyAccJerk" "mean" "walking" 2 0.0305191197161594
"tBodyAccJerk" "mean" "walking" 3 0.0237005498240385
"tBodyAccJerk" "mean" "walking" 4 0.018480603877
"tBodyAccJerk" "mean" "walking" 5 0.0251853678592727
"tBodyAccJerk" "mean" "walking" 6 0.0272373326137576
"tBodyAccJerk" "mean" "walking" 7 0.03157957848
"tBodyAccJerk" "mean" "walking" 8 0.0204717736782029
"tBodyAccJerk" "mean" "walking" 9 0.0260492436616667
"tBodyAccJerk" "mean" "walking" 10 0.027173446942963
"tBodyAccJerk" "mean" "walking" 11 0.0280993005122642
"tBodyAccJerk" "mean" "walking" 12 0.0285603520301961
"tBodyAccJerk" "mean" "walking" 13 0.0169744742249184
"tBodyAccJerk" "mean" "walking" 14 0.0197505244130988
"tBodyAccJerk" "mean" "walking" 15 0.022374275838678
"tBodyAccJerk" "mean" "walking" 16 0.0239293478107729
"tBodyAccJerk" "mean" "walking" 17 0.02637540417
"tBodyAccJerk" "mean" "walking" 18 0.0287853541051649
"tBodyAccJerk" "mean" "walking" 19 0.0302992938352329
"tBodyAccJerk" "mean" "walking" 20 0.0274108301962121
"tBodyAccJerk" "mean" "walking" 21 0.029212546927142
"tBodyAccJerk" "mean" "walking" 22 0.0224135892828495
"tBodyAccJerk" "mean" "walking" 23 0.0285497137093382
"tBodyAccJerk" "mean" "walking" 24 0.0266552922987108
"tBodyAccJerk" "mean" "walking" 25 0.0273901560940513
"tBodyAccJerk" "mean" "walking" 26 0.0251881108032479
"tBodyAccJerk" "mean" "walking" 27 0.0254872554398571
"tBodyAccJerk" "mean" "walking" 28 0.0306529464796296
"tBodyAccJerk" "mean" "walking" 29 0.0278989417501111
"tBodyAccJerk" "mean" "walking" 30 0.0276603600456989
"tBodyAccJerk" "mean" "walking_upstairs" 1 0.0319196581899333
"tBodyAccJerk" "mean" "walking_upstairs" 2 0.0310164635540972
"tBodyAccJerk" "mean" "walking_upstairs" 3 0.0288096516559113
"tBodyAccJerk" "mean" "walking_upstairs" 4 0.0313240035433519
"tBodyAccJerk" "mean" "walking_upstairs" 5 0.0297501397075641
"tBodyAccJerk" "mean" "walking_upstairs" 6 0.0328303586681871
"tBodyAccJerk" "mean" "walking_upstairs" 7 0.036262476116859
"tBodyAccJerk" "mean" "walking_upstairs" 8 0.0314135756795062
"tBodyAccJerk" "mean" "walking_upstairs" 9 0.0308605008332
"tBodyAccJerk" "mean" "walking_upstairs" 10 0.0322269858159195
"tBodyAccJerk" "mean" "walking_upstairs" 11 0.0305536080284795
"tBodyAccJerk" "mean" "walking_upstairs" 12 0.0296007128953778
"tBodyAccJerk" "mean" "walking_upstairs" 13 0.0284125918572581
"tBodyAccJerk" "mean" "walking_upstairs" 14 0.0191550545815033
"tBodyAccJerk" "mean" "walking_upstairs" 15 0.0282368970603704
"tBodyAccJerk" "mean" "walking_upstairs" 16 0.0300451604640238
"tBodyAccJerk" "mean" "walking_upstairs" 17 0.0282780343719718
"tBodyAccJerk" "mean" "walking_upstairs" 18 0.0284956496947179
"tBodyAccJerk" "mean" "walking_upstairs" 19 0.029130894105494
"tBodyAccJerk" "mean" "walking_upstairs" 20 0.0290936357117304
"tBodyAccJerk" "mean" "walking_upstairs" 21 0.0267013477831481
"tBodyAccJerk" "mean" "walking_upstairs" 22 0.0250480614409722
"tBodyAccJerk" "mean" "walking_upstairs" 23 0.0307492834272685
"tBodyAccJerk" "mean" "walking_upstairs" 24 0.0289369755562963
"tBodyAccJerk" "mean" "walking_upstairs" 25 0.0285503854626941
"tBodyAccJerk" "mean" "walking_upstairs" 26 0.0309815684285789
"tBodyAccJerk" "mean" "walking_upstairs" 27 0.0295301382415766
"tBodyAccJerk" "mean" "walking_upstairs" 28 0.0300089023690167
"tBodyAccJerk" "mean" "walking_upstairs" 29 0.0286642511313527
"tBodyAccJerk" "mean" "walking_upstairs" 30 0.0285378319900476
"tBodyAccJerk" "mean" "walking_downstairs" 1 0.0265557118692075
"tBodyAccJerk" "mean" "walking_downstairs" 2 0.0255721495904938
"tBodyAccJerk" "mean" "walking_downstairs" 3 0.0249116397774863
"tBodyAccJerk" "mean" "walking_downstairs" 4 0.0148045639970655
"tBodyAccJerk" "mean" "walking_downstairs" 5 0.019339287236369
"tBodyAccJerk" "mean" "walking_downstairs" 6 0.025657225978655
"tBodyAccJerk" "mean" "walking_downstairs" 7 0.0237654951400629
"tBodyAccJerk" "mean" "walking_downstairs" 8 0.0289149848232099
"tBodyAccJerk" "mean" "walking_downstairs" 9 0.0281241331534074
"tBodyAccJerk" "mean" "walking_downstairs" 10 0.0293402639218182
"tBodyAccJerk" "mean" "walking_downstairs" 11 0.029225650838156
"tBodyAccJerk" "mean" "walking_downstairs" 12 0.0255432888205464
"tBodyAccJerk" "mean" "walking_downstairs" 13 0.0275928230636784
"tBodyAccJerk" "mean" "walking_downstairs" 14 0.0241270863578278
"tBodyAccJerk" "mean" "walking_downstairs" 15 0.0249377515292893
"tBodyAccJerk" "mean" "walking_downstairs" 16 0.0269858600069615
"tBodyAccJerk" "mean" "walking_downstairs" 17 0.0255430113826923
"tBodyAccJerk" "mean" "walking_downstairs" 18 0.0280024717575571
"tBodyAccJerk" "mean" "walking_downstairs" 19 0.0288725275831096
"tBodyAccJerk" "mean" "walking_downstairs" 20 0.0273039395732146
"tBodyAccJerk" "mean" "walking_downstairs" 21 0.0273985220882584
"tBodyAccJerk" "mean" "walking_downstairs" 22 0.0265660230177778
"tBodyAccJerk" "mean" "walking_downstairs" 23 0.0267713968492059
"tBodyAccJerk" "mean" "walking_downstairs" 24 0.0273379871710628
"tBodyAccJerk" "mean" "walking_downstairs" 25 0.0252125938068423
"tBodyAccJerk" "mean" "walking_downstairs" 26 0.0271120218698198
"tBodyAccJerk" "mean" "walking_downstairs" 27 0.0286112696885792
"tBodyAccJerk" "mean" "walking_downstairs" 28 0.0272362305329958
"tBodyAccJerk" "mean" "walking_downstairs" 29 0.0290495486274923
"tBodyAccJerk" "mean" "walking_downstairs" 30 0.0297453011395876
"tBodyAccJerk" "mean" "sitting" 1 0.0250988308767296
"tBodyAccJerk" "mean" "sitting" 2 0.0280741226879861
"tBodyAccJerk" "mean" "sitting" 3 0.034411193159096
"tBodyAccJerk" "mean" "sitting" 4 0.0276339662153846
"tBodyAccJerk" "mean" "sitting" 5 0.0226554771369504
"tBodyAccJerk" "mean" "sitting" 6 0.0244806728006536
"tBodyAccJerk" "mean" "sitting" 7 0.0238593623686275
"tBodyAccJerk" "mean" "sitting" 8 0.0093479603700813
"tBodyAccJerk" "mean" "sitting" 9 0.026051070927619
"tBodyAccJerk" "mean" "sitting" 10 0.0133922584617021
"tBodyAccJerk" "mean" "sitting" 11 0.0228157499001235
"tBodyAccJerk" "mean" "sitting" 12 0.0250125868173077
"tBodyAccJerk" "mean" "sitting" 13 0.0141838264139394
"tBodyAccJerk" "mean" "sitting" 14 0.0218197270308642
"tBodyAccJerk" "mean" "sitting" 15 0.0211800051708333
"tBodyAccJerk" "mean" "sitting" 16 0.0438929867326797
"tBodyAccJerk" "mean" "sitting" 17 0.0384118023006945
"tBodyAccJerk" "mean" "sitting" 18 0.0372548794385057
"tBodyAccJerk" "mean" "sitting" 19 0.0572137642315833
"tBodyAccJerk" "mean" "sitting" 20 0.0219009508944444
"tBodyAccJerk" "mean" "sitting" 21 0.0174645561546099
"tBodyAccJerk" "mean" "sitting" 22 0.0302695165419841
"tBodyAccJerk" "mean" "sitting" 23 0.0427582340254902
"tBodyAccJerk" "mean" "sitting" 24 0.0193046800236723
"tBodyAccJerk" "mean" "sitting" 25 0.0238562008788205
"tBodyAccJerk" "mean" "sitting" 26 0.0219824403853939
"tBodyAccJerk" "mean" "sitting" 27 0.0220667356104575
"tBodyAccJerk" "mean" "sitting" 28 0.0334908481689543
"tBodyAccJerk" "mean" "sitting" 29 0.0255282623336054
"tBodyAccJerk" "mean" "sitting" 30 0.0235158216307692
"tBodyAccJerk" "mean" "standing" 1 0.024277930837415
"tBodyAccJerk" "mean" "standing" 2 0.028608618992695
"tBodyAccJerk" "mean" "standing" 3 0.0271708088619728
"tBodyAccJerk" "mean" "standing" 4 0.0318442331244444
"tBodyAccJerk" "mean" "standing" 5 0.0482507300950355
"tBodyAccJerk" "mean" "standing" 6 0.0347444985356944
"tBodyAccJerk" "mean" "standing" 7 0.0205824905652482
"tBodyAccJerk" "mean" "standing" 8 0.0138276959859649
"tBodyAccJerk" "mean" "standing" 9 0.0373773785873016
"tBodyAccJerk" "mean" "standing" 10 0.0372981649526316
"tBodyAccJerk" "mean" "standing" 11 0.0308077984282609
"tBodyAccJerk" "mean" "standing" 12 0.0183579113231884
"tBodyAccJerk" "mean" "standing" 13 0.0229626965806028
"tBodyAccJerk" "mean" "standing" 14 0.0274974549640741
"tBodyAccJerk" "mean" "standing" 15 0.0254134419039683
"tBodyAccJerk" "mean" "standing" 16 0.0155539990347518
"tBodyAccJerk" "mean" "standing" 17 0.0324899531345652
"tBodyAccJerk" "mean" "standing" 18 0.0219901144187879
"tBodyAccJerk" "mean" "standing" 19 0.0082845981965812
"tBodyAccJerk" "mean" "standing" 20 0.0237775935837037
"tBodyAccJerk" "mean" "standing" 21 0.0187301101785185
"tBodyAccJerk" "mean" "standing" 22 0.0446490511388889
"tBodyAccJerk" "mean" "standing" 23 0.0314396195123457
"tBodyAccJerk" "mean" "standing" 24 0.0224398871813333
"tBodyAccJerk" "mean" "standing" 25 0.026593462512069
"tBodyAccJerk" "mean" "standing" 26 0.0308160145453333
"tBodyAccJerk" "mean" "standing" 27 0.0332546404856061
"tBodyAccJerk" "mean" "standing" 28 0.0376166458478261
"tBodyAccJerk" "mean" "standing" 29 0.0167479717354167
"tBodyAccJerk" "mean" "standing" 30 0.0230006846198925
"tBodyAccJerk" "mean" "laying" 1 0.0327151122421053
"tBodyAccJerk" "mean" "laying" 2 0.0293175582076271
"tBodyAccJerk" "mean" "laying" 3 0.0286370302725862
"tBodyAccJerk" "mean" "laying" 4 0.0268470843888889
"tBodyAccJerk" "mean" "laying" 5 0.0227842297230357
"tBodyAccJerk" "mean" "laying" 6 0.0153620346959064
"tBodyAccJerk" "mean" "laying" 7 0.029179560694152
"tBodyAccJerk" "mean" "laying" 8 0.021208691686875
"tBodyAccJerk" "mean" "laying" 9 0.0319363151505769
"tBodyAccJerk" "mean" "laying" 10 0.0245271831050314
"tBodyAccJerk" "mean" "laying" 11 0.0274581175751412
"tBodyAccJerk" "mean" "laying" 12 0.0235223222145333
"tBodyAccJerk" "mean" "laying" 13 0.0300050526171345
"tBodyAccJerk" "mean" "laying" 14 0.0387253728664972
"tBodyAccJerk" "mean" "laying" 15 0.033113887988142
"tBodyAccJerk" "mean" "laying" 16 0.0301049522607843
"tBodyAccJerk" "mean" "laying" 17 0.0382346820945355
"tBodyAccJerk" "mean" "laying" 18 0.0385706890095238
"tBodyAccJerk" "mean" "laying" 19 0.0212943681397533
"tBodyAccJerk" "mean" "laying" 20 0.0231353495535948
"tBodyAccJerk" "mean" "laying" 21 0.0234652718096154
"tBodyAccJerk" "mean" "laying" 22 0.0342964372776087
"tBodyAccJerk" "mean" "laying" 23 0.037239798289209
"tBodyAccJerk" "mean" "laying" 24 0.024559739287931
"tBodyAccJerk" "mean" "laying" 25 0.0241107454785135
"tBodyAccJerk" "mean" "laying" 26 0.0262395102222034
"tBodyAccJerk" "mean" "laying" 27 0.0164310576146199
"tBodyAccJerk" "mean" "laying" 28 0.0360439104802469
"tBodyAccJerk" "mean" "laying" 29 0.0390589511050314
"tBodyAccJerk" "mean" "laying" 30 0.0278131030528205
"tBodyAccJerk" "std" "walking" 1 -0.985237827021277
"tBodyAccJerk" "std" "walking" 2 -0.984519340434783
"tBodyAccJerk" "std" "walking" 3 -0.967586782435897
"tBodyAccJerk" "std" "walking" 4 -0.966792355866667
"tBodyAccJerk" "std" "walking" 5 -0.967142546969697
"tBodyAccJerk" "std" "walking" 6 -0.957882038363636
"tBodyAccJerk" "std" "walking" 7 -0.974624415763889
"tBodyAccJerk" "std" "walking" 8 -0.983753055652174
"tBodyAccJerk" "std" "walking" 9 -0.961067612933333
"tBodyAccJerk" "std" "walking" 10 -0.985986335864197
"tBodyAccJerk" "std" "walking" 11 -0.976847805534591
"tBodyAccJerk" "std" "walking" 12 -0.97321837620915
"tBodyAccJerk" "std" "walking" 13 -0.988235637346939
"tBodyAccJerk" "std" "walking" 14 -0.974950798333333
"tBodyAccJerk" "std" "walking" 15 -0.984433452485876
"tBodyAccJerk" "std" "walking" 16 -0.985383106135266
"tBodyAccJerk" "std" "walking" 17 -0.991168955729167
"tBodyAccJerk" "std" "walking" 18 -0.988593500292398
"tBodyAccJerk" "std" "walking" 19 -0.984338584931507
"tBodyAccJerk" "std" "walking" 20 -0.976499193838384
"tBodyAccJerk" "std" "walking" 21 -0.984755273333333
"tBodyAccJerk" "std" "walking" 22 -0.975125112634409
"tBodyAccJerk" "std" "walking" 23 -0.979528878872549
"tBodyAccJerk" "std" "walking" 24 -0.984267002352941
"tBodyAccJerk" "std" "walking" 25 -0.98786092225641
"tBodyAccJerk" "std" "walking" 26 -0.989494107136752
"tBodyAccJerk" "std" "walking" 27 -0.988219856714286
"tBodyAccJerk" "std" "walking" 28 -0.971611186296296
"tBodyAccJerk" "std" "walking" 29 -0.989249797777778
"tBodyAccJerk" "std" "walking" 30 -0.985816629032258
"tBodyAccJerk" "std" "walking_upstairs" 1 -0.945828832133333
"tBodyAccJerk" "std" "walking_upstairs" 2 -0.985828908125
"tBodyAccJerk" "std" "walking_upstairs" 3 -0.977227734139785
"tBodyAccJerk" "std" "walking_upstairs" 4 -0.966341417901235
"tBodyAccJerk" "std" "walking_upstairs" 5 -0.977762553846154
"tBodyAccJerk" "std" "walking_upstairs" 6 -0.953220534795322
"tBodyAccJerk" "std" "walking_upstairs" 7 -0.975684660192308
"tBodyAccJerk" "std" "walking_upstairs" 8 -0.971953856296296
"tBodyAccJerk" "std" "walking_upstairs" 9 -0.962433201666667
"tBodyAccJerk" "std" "walking_upstairs" 10 -0.97373164091954
"tBodyAccJerk" "std" "walking_upstairs" 11 -0.980049449356725
"tBodyAccJerk" "std" "walking_upstairs" 12 -0.967515039444444
"tBodyAccJerk" "std" "walking_upstairs" 13 -0.98288098344086
"tBodyAccJerk" "std" "walking_upstairs" 14 -0.970677676666667
"tBodyAccJerk" "std" "walking_upstairs" 15 -0.97702131037037
"tBodyAccJerk" "std" "walking_upstairs" 16 -0.986976045904762
"tBodyAccJerk" "std" "walking_upstairs" 17 -0.980420853521127
"tBodyAccJerk" "std" "walking_upstairs" 18 -0.987378552205128
"tBodyAccJerk" "std" "walking_upstairs" 19 -0.982129975742972
"tBodyAccJerk" "std" "walking_upstairs" 20 -0.982087519705882
"tBodyAccJerk" "std" "walking_upstairs" 21 -0.980129639444444
"tBodyAccJerk" "std" "walking_upstairs" 22 -0.966677910092593
"tBodyAccJerk" "std" "walking_upstairs" 23 -0.986545180046296
"tBodyAccJerk" "std" "walking_upstairs" 24 -0.983961098518519
"tBodyAccJerk" "std" "walking_upstairs" 25 -0.962282036118721
"tBodyAccJerk" "std" "walking_upstairs" 26 -0.988521113859649
"tBodyAccJerk" "std" "walking_upstairs" 27 -0.987105502567568
"tBodyAccJerk" "std" "walking_upstairs" 28 -0.977305304041667
"tBodyAccJerk" "std" "walking_upstairs" 29 -0.991602622801932
"tBodyAccJerk" "std" "walking_upstairs" 30 -0.976010483285714
"tBodyAccJerk" "std" "walking_downstairs" 1 -0.990834817358491
"tBodyAccJerk" "std" "walking_downstairs" 2 -0.978328867222222
"tBodyAccJerk" "std" "walking_downstairs" 3 -0.957277636666667
"tBodyAccJerk" "std" "walking_downstairs" 4 -0.961331806964286
"tBodyAccJerk" "std" "walking_downstairs" 5 -0.952565446607143
"tBodyAccJerk" "std" "walking_downstairs" 6 -0.963347384853801
"tBodyAccJerk" "std" "walking_downstairs" 7 -0.971424735849057
"tBodyAccJerk" "std" "walking_downstairs" 8 -0.982750639938272
"tBodyAccJerk" "std" "walking_downstairs" 9 -0.968135665481481
"tBodyAccJerk" "std" "walking_downstairs" 10 -0.960690251287879
"tBodyAccJerk" "std" "walking_downstairs" 11 -0.987362891134752
"tBodyAccJerk" "std" "walking_downstairs" 12 -0.967066762459016
"tBodyAccJerk" "std" "walking_downstairs" 13 -0.984088839649123
"tBodyAccJerk" "std" "walking_downstairs" 14 -0.971792561944444
"tBodyAccJerk" "std" "walking_downstairs" 15 -0.979493802955975
"tBodyAccJerk" "std" "walking_downstairs" 16 -0.987240759273504
"tBodyAccJerk" "std" "walking_downstairs" 17 -0.989990764188034
"tBodyAccJerk" "std" "walking_downstairs" 18 -0.984389920045662
"tBodyAccJerk" "std" "walking_downstairs" 19 -0.980492601232877
"tBodyAccJerk" "std" "walking_downstairs" 20 -0.951356764703196
"tBodyAccJerk" "std" "walking_downstairs" 21 -0.972966828501873
"tBodyAccJerk" "std" "walking_downstairs" 22 -0.96980687984127
"tBodyAccJerk" "std" "walking_downstairs" 23 -0.977319052696078
"tBodyAccJerk" "std" "walking_downstairs" 24 -0.975345276811594
"tBodyAccJerk" "std" "walking_downstairs" 25 -0.982549251351351
"tBodyAccJerk" "std" "walking_downstairs" 26 -0.984375763018018
"tBodyAccJerk" "std" "walking_downstairs" 27 -0.983604291666667
"tBodyAccJerk" "std" "walking_downstairs" 28 -0.95737936556962
"tBodyAccJerk" "std" "walking_downstairs" 29 -0.989194946051282
"tBodyAccJerk" "std" "walking_downstairs" 30 -0.964882314237288
"tBodyAccJerk" "std" "sitting" 1 -0.51057061490566
"tBodyAccJerk" "std" "sitting" 2 -0.345172397733333
"tBodyAccJerk" "std" "sitting" 3 -0.472865564451412
"tBodyAccJerk" "std" "sitting" 4 -0.462842171519231
"tBodyAccJerk" "std" "sitting" 5 -0.329097403070922
"tBodyAccJerk" "std" "sitting" 6 -0.260843769668562
"tBodyAccJerk" "std" "sitting" 7 -0.514286382614379
"tBodyAccJerk" "std" "sitting" 8 -0.215495728286179
"tBodyAccJerk" "std" "sitting" 9 -0.522911552993197
"tBodyAccJerk" "std" "sitting" 10 -0.324181246382979
"tBodyAccJerk" "std" "sitting" 11 -0.555480026851852
"tBodyAccJerk" "std" "sitting" 12 -0.463507438621795
"tBodyAccJerk" "std" "sitting" 13 -0.490526911890909
"tBodyAccJerk" "std" "sitting" 14 -0.344358804814815
"tBodyAccJerk" "std" "sitting" 15 -0.415871825194444
"tBodyAccJerk" "std" "sitting" 16 -0.513375402352941
"tBodyAccJerk" "std" "sitting" 17 -0.433296178784722
"tBodyAccJerk" "std" "sitting" 18 -0.630657561494253
"tBodyAccJerk" "std" "sitting" 19 -0.2104826105525
"tBodyAccJerk" "std" "sitting" 20 -0.32004210224183
"tBodyAccJerk" "std" "sitting" 21 -0.396438010198582
"tBodyAccJerk" "std" "sitting" 22 -0.179273895352381
"tBodyAccJerk" "std" "sitting" 23 -0.367239224718954
"tBodyAccJerk" "std" "sitting" 24 -0.512597562881356
"tBodyAccJerk" "std" "sitting" 25 -0.701077451435897
"tBodyAccJerk" "std" "sitting" 26 -0.456215675048485
"tBodyAccJerk" "std" "sitting" 27 -0.509540874640523
"tBodyAccJerk" "std" "sitting" 28 -0.427254334823529
"tBodyAccJerk" "std" "sitting" 29 -0.416584592368707
"tBodyAccJerk" "std" "sitting" 30 -0.628192257230769
"tBodyAccJerk" "std" "standing" 1 -0.153206761170748
"tBodyAccJerk" "std" "standing" 2 -0.0220149551319149
"tBodyAccJerk" "std" "standing" 3 -0.256325147421769
"tBodyAccJerk" "std" "standing" 4 -0.306216330143778
"tBodyAccJerk" "std" "standing" 5 -0.147682952079433
"tBodyAccJerk" "std" "standing" 6 0.0349992593722222
"tBodyAccJerk" "std" "standing" 7 -0.204961346684043
"tBodyAccJerk" "std" "standing" 8 0.174923605470175
"tBodyAccJerk" "std" "standing" 9 -0.217110831021429
"tBodyAccJerk" "std" "standing" 10 -0.0666443222490351
"tBodyAccJerk" "std" "standing" 11 -0.26331613655
"tBodyAccJerk" "std" "standing" 12 -0.143138327536232
"tBodyAccJerk" "std" "standing" 13 -0.180055062641135
"tBodyAccJerk" "std" "standing" 14 0.0240391535900741
"tBodyAccJerk" "std" "standing" 15 -0.0845352750150794
"tBodyAccJerk" "std" "standing" 16 -0.222084420617731
"tBodyAccJerk" "std" "standing" 17 -0.314610525413043
"tBodyAccJerk" "std" "standing" 18 -0.495168156606061
"tBodyAccJerk" "std" "standing" 19 0.293189546450427
"tBodyAccJerk" "std" "standing" 20 -0.0758440220748148
"tBodyAccJerk" "std" "standing" 21 -0.107838766894519
"tBodyAccJerk" "std" "standing" 22 -0.123677111092593
"tBodyAccJerk" "std" "standing" 23 0.0472108823246296
"tBodyAccJerk" "std" "standing" 24 -0.265583386101818
"tBodyAccJerk" "std" "standing" 25 -0.52837486862069
"tBodyAccJerk" "std" "standing" 26 -0.19795083184734
"tBodyAccJerk" "std" "standing" 27 -0.18380747045
"tBodyAccJerk" "std" "standing" 28 -0.139088490237681
"tBodyAccJerk" "std" "standing" 29 -0.193352532466875
"tBodyAccJerk" "std" "standing" 30 -0.296123383688172
"tBodyAccJerk" "std" "laying" 1 -0.183104296731228
"tBodyAccJerk" "std" "laying" 2 -0.293407705962712
"tBodyAccJerk" "std" "laying" 3 -0.281042573228161
"tBodyAccJerk" "std" "laying" 4 -0.423199708871667
"tBodyAccJerk" "std" "laying" 5 -0.335608695352381
"tBodyAccJerk" "std" "laying" 6 -0.233491086563743
"tBodyAccJerk" "std" "laying" 7 -0.183419878454269
"tBodyAccJerk" "std" "laying" 8 -0.135967226611111
"tBodyAccJerk" "std" "laying" 9 -0.297809415987179
"tBodyAccJerk" "std" "laying" 10 -0.16292717065283
"tBodyAccJerk" "std" "laying" 11 -0.443530101666667
"tBodyAccJerk" "std" "laying" 12 -0.205062805881667
"tBodyAccJerk" "std" "laying" 13 -0.179664787649591
"tBodyAccJerk" "std" "laying" 14 -0.423875892485876
"tBodyAccJerk" "std" "laying" 15 -0.363804184098086
"tBodyAccJerk" "std" "laying" 16 -0.420681938169935
"tBodyAccJerk" "std" "laying" 17 -0.327778150149727
"tBodyAccJerk" "std" "laying" 18 -0.440513846011905
"tBodyAccJerk" "std" "laying" 19 0.00394778374814102
"tBodyAccJerk" "std" "laying" 20 -0.0779995773568627
"tBodyAccJerk" "std" "laying" 21 -0.191581954739442
"tBodyAccJerk" "std" "laying" 22 -0.0172449676594203
"tBodyAccJerk" "std" "laying" 23 -0.113047120559887
"tBodyAccJerk" "std" "laying" 24 -0.426424294195402
"tBodyAccJerk" "std" "laying" 25 -0.555280684594595
